DateTime,AddedIPs,RemovedIPs
1638742924,1,0
1638744725,1,5
1638745925,2,0
1638747124,0,1
1638748325,0,2
1638749524,1,1
1638750725,2,0
1638751326,0,1
1638752525,1,0
1638754325,2,0
1638754925,0,1
1638755524,1,0
1638758525,0,1
1638759724,0,1
1638761524,0,2
1638762724,2,5
1638764524,0,2
1638766924,1,2
1638768124,1,1
1638769325,1,0
1638770525,0,1
1638771724,2,1
1638772325,3,1
1638772925,0,3
1638774124,0,1
1638774724,0,3
1638775925,1,0
1638777124,5,2
1638778325,0,1
1638782524,1,0
1638783124,1,0
1638786124,1,1
1638787924,1,0
1638788524,1,0
1638789724,1,0
1638792725,1,0
1638796325,1,2
1638799926,0,1
1638800525,0,1
1638803524,2,0
1638805325,2,1
1638807125,0,9
1638808325,0,6
1638808926,2,0
1638811926,1,0
1638813125,0,3
1638813724,0,2
1638816125,2,0
1638816725,0,2
1638817925,1,0
1638819725,1,0
1638820924,1,0
1638821525,1,3
1638822725,1,0
1638823925,1,0
1638824525,1,0
1638826326,1,0
1638829925,0,6
1638831125,1,0
1638834126,2,1
1638834725,1,0
1638835925,1,2
1638837725,1,0
1638838325,0,1
1638840125,1,1
1638841325,1,2
1638845524,0,1
1638846726,0,5
1638847325,0,2
1638849725,1,4
1638850925,0,2
1638852724,2,1
1638853325,0,1
1638855125,1,1
1638856324,2,0
1638858726,0,2
1638859325,1,0
1638860525,1,0
1638861125,2,1
1638862925,7,1
1638863524,0,3
1638865325,2,1
1638865925,1,1
1638867725,0,2
1638869526,3,1
1638871925,0,2
1638873125,3,0
1638874325,2,5
1638874924,2,0
1638876124,0,2
1638877924,3,0
1638878525,0,1
1638880925,3,13
1638882124,0,2
1638883925,0,9
1638885724,1,4
1638888125,0,13
1638891125,1,0
1638893525,1,0
1638894725,1,0
1638897127,1,0
1638898926,1,0
1638901325,1,0
1638902525,0,2
1638903725,0,2
1638904326,0,1
1638906725,0,3
1638907324,1,0
1638908525,1,1
1638909725,1,0
1638910924,0,1
1638911525,1,0
1638912124,1,1
1638913325,0,1
1638913924,0,2
1638915725,1,0
1638917525,0,2
1638920526,0,5
1638921125,44,0
1638921725,4,1
1638924126,3,5
1638927124,0,3
1638929525,0,4
1638930725,1,6
1638933724,3,2
1638935525,1,3
1638936124,0,28
1638938525,1,0
1638939124,0,1
1638940325,3,4
1638943925,0,4
1638945725,1,0
1638946325,0,1
1638946924,0,2
1638948125,1,1
1638949326,2,0
1638949925,0,2
1638951125,1,0
1638951724,2,0
1638952325,0,1
1638953525,1,0
1638954725,0,3
1638955325,0,3
1638958325,0,2
1638959525,2,3
1638960125,0,1
1638961925,0,2
1638963125,1,0
1638965525,3,0
1638966124,1,2
1638967325,0,1
1638969725,0,2
1638971525,3,0
1638972124,0,1
1638973325,1,0
1638973924,0,1
1638975125,0,2
1638975724,0,2
1638977524,0,1
1638978125,3,0
1638978724,2,1
1638979924,0,4
1638980525,1,1
1638981724,1,0
1638982924,1,0
1638983525,0,12
1638984724,0,1
1638987725,2,1
1638989524,1,0
1638990725,0,2
1638994325,1,1
1638994924,0,1
1638995525,0,1
1638996124,2,0
1638997324,0,1
1638999125,0,5
1639000924,1,0
1639001526,1,2
1639002725,0,2
1639003325,0,1
1639003924,0,1
1639005724,0,1
1639007525,1,5
1639008725,4,1
1639009324,2,0
1639009925,1,0
1639011125,6,1
1639011724,2,0
1639012325,1,2
1639015325,6,2
1639016525,0,4
1639017725,1,0
1639018325,0,5
1639019525,6,0
1639020125,8,1
1639020724,4,1
1639022524,2,1
1639024325,3,0
1639025525,6,2
1639026124,5,0
1639026725,0,1
1639027925,0,1
1639028526,3,0
1639029126,1,2
1639030925,0,3
1639031525,2,2
1639032124,2,1
1639033925,7,0
1639035725,1,1
1639036925,1,0
1639038126,2,0
1639038725,1,0
1639039326,0,3
1639039925,1,0
1639040525,1,1
1639042324,2,5
1639044124,1,0
1639045325,2,6
1639046526,0,2
1639047724,0,1
1639051925,0,1
1639053125,1,1
1639053725,2,0
1639054324,1,0
1639056124,3,3
1639056725,0,6
1639057325,6,0
1639057924,4,0
1639058524,2,0
1639059125,1,0
1639060925,1,0
1639061524,0,1
1639062726,3,2
1639063924,1,0
1639064525,1,0
1639065124,3,0
1639066324,2,3
1639067525,1,0
1639068724,0,4
1639070524,4,1
1639072324,3,2
1639072924,2,0
1639074724,1,0
1639075324,1,0
1639076524,0,1
1639077724,2,0
1639078325,5,0
1639080125,6,4
1639081324,2,0
1639081925,1,0
1639082525,1,1
1639084325,4,2
1639086125,1,1
1639086724,1,0
1639088524,0,1
1639089125,4,0
1639090324,3,0
1639091524,0,1
1639092124,1,2
1639093325,2,1
1639093924,1,1
1639094524,1,3
1639095724,0,5
1639098124,1,0
1639098725,0,2
1639099924,0,1
1639101124,3,1
1639101724,0,1
1639103525,0,1
1639104125,1,1
1639105324,2,1
1639106524,0,5
1639108324,3,1
1639108924,1,2
1639110124,3,2
1639111325,0,2
1639111924,0,2
1639113125,2,7
1639114325,0,4
1639115525,5,0
1639116724,0,4
1639117924,0,4
1639119724,1,0
1639120324,0,4
1639121524,5,0
1639122124,0,1
1639122723,1,3
1639123925,1,0
1639125125,0,1
1639126324,0,5
1639127524,0,55
1639128124,1,0
1639129325,0,3
1639129924,1,0
1639130524,1,0
1639131725,1,1
1639132324,0,2
1639132924,2,0
1639134124,0,3
1639135324,2,0
1639135924,3,0
1639138924,3,3
1639141324,1,2
1639143125,1,0
1639143724,3,3
1639144924,0,1
1639146724,0,1
1639149724,0,1
1639151524,0,11
1639152124,8,2
1639153324,1,0
1639153924,0,7
1639155725,0,3
1639156325,1,0
1639157524,0,1
1639158723,1,1
1639159324,4,1
1639160524,2,0
1639162324,0,1
1639164124,0,2
1639165924,0,1
1639167724,2,2
1639168325,0,4
1639168925,1,1
1639169524,3,0
1639170725,4,6
1639171925,1,0
1639172525,0,2
1639173124,1,0
1639175524,0,3
1639176724,1,1
1639177924,2,1
1639179125,2,1
1639179724,2,0
1639180324,0,1
1639180925,0,1
1639181525,1,4
1639182724,1,0
1639183326,0,2
1639183924,6,0
1639184524,7,0
1639185125,2,7
1639186324,0,7
1639188125,1,0
1639189924,2,0
1639190524,0,10
1639191725,0,1
1639193524,1,1
1639194725,3,2
1639195324,0,5
1639195925,0,4
1639200124,27,3
1639200725,1,1
1639201925,0,1
1639203125,1,1
1639204325,1,1
1639206124,0,3
1639207925,0,1
1639209124,0,3
1639210325,0,3
1639211525,0,1
1639213924,0,2
1639214524,0,2
1639216324,55,2
1639216924,0,9
1639218125,1,0
1639218724,0,3
1639219924,0,2
